"('Foo Fighters GB', '/bands/foo-fighters-gb')","('3 concerts', None)",Foo Fighters
"('Fool Fighters', '/bands/fool-fighters')","('5 concerts', None)",Foo Fighters
"('Foo fighters Adelaide', '/bands/foo-fighters-adelaide')","('1 concerts', None)",Foo Fighters
"('The Foo (Foo Fighters Tribute Band)', '/bands/the-foo-foo-fighters-tribute-band')","('1 concerts', None)",Foo Fighters
"('Foo Fighters Jam', '/bands/foo-fighters-jam')","('1 concerts', None)",Foo Fighters
"('Foo Fighterz', '/bands/foo-fighterz')","('1 concerts', None)",Foo Fighters
"('Fooz Fighters', '/bands/fooz-fighters')","('2 concerts', None)",Foo Fighters
"('Faux Fighters (Foo Fighters Tribute)', '/bands/faux-fighters-foo-fighters-tribute')","('1 concerts', None)",Foo Fighters
"('Fooz Fighters - Trib to The Foo Fighters', '/bands/fooz-fighters-trib-to-the-foo-fighters')","('10 concerts', None)",Foo Fighters
"('Everlong - Trib. to Foo Fighters', '/bands/everlong-trib-to-foo-fighters')","('1 concerts', None)",Foo Fighters
"('Monkey Wrench - Trib. to Foo Fighters', '/bands/monkey-wrench-trib-to-foo-fighters')","('3 concerts', None)",Foo Fighters
"('Back & Forth - Foo Fighters Tribute', '/bands/back-forth-foo-fighters-tribute')","('1 concerts', None)",Foo Fighters
"('UK Foo Fighters - Trib. to Foo Fighters', '/bands/uk-foo-fighters-trib-to-foo-fighters')","('7 concerts', None)",Foo Fighters
"('Fooey - Trib. to Foo Fighters', '/bands/fooey-trib-to-foo-fighters')","('2 concerts', None)",Foo Fighters
"('A Few Fighters - Trib. To Foo Fighters', '/bands/a-few-fighters-trib-to-foo-fighters')","('1 concerts', None)",Foo Fighters
"('Pity The Foo - Trib. To Foo Fighters', '/bands/pity-the-foo-trib-to-foo-fighters')","('1 concerts', None)",Foo Fighters
"('Marigold (Foo Fighters Tribute Band)', '/bands/marigold-foo-fighters-tribute-band')","('1 concerts', None)",Foo Fighters
"('Linkin Park', '/bands/linkin-park--4')","('851 concerts', None)",Linkin Park
"('Meteora (Linkin Park Tribute Band)', '/bands/meteora-linkin-park-tribute-band')","('1 concerts', None)",Linkin Park
"('Joe Hahn of Linkin Park', '/bands/joe-hahn-of-linkin-park')","('1 concerts', None)",Linkin Park
"('Intheend Trib. To Linkin Park', '/bands/intheend-trib-to-linkin-park')","('1 concerts', None)",Linkin Park
"('In The End - Trib. to Linkin Park', '/bands/in-the-end-trib-to-linkin-park')","('3 concerts', None)",Linkin Park
"('Lady Gaga', '/bands/lady-gaga')","('853 concerts', None)",Lady Gaga
"('Tony Bennett & Lady Gaga', '/bands/tony-bennett-lady-gaga')","('25 concerts', None)",Lady Gaga
"('Donna Marie as Lady Gaga', '/bands/donna-marie-as-lady-gaga')","('1 concerts', None)",Lady Gaga
"('Rad Bromance - Trib. to Lady Gaga', '/bands/rad-bromance-trib-to-lady-gaga')","('13 concerts', None)",Lady Gaga
"('Poker Face - Trib. to Lady Gaga', '/bands/poker-face-trib-to-lady-gaga')","('1 concerts', None)",Lady Gaga
"('Maybe Gaga - UK Trib. to Lady Gaga', '/bands/maybe-gaga-uk-trib-to-lady-gaga')","('1 concerts', None)",Lady Gaga
"('""Lady Gaga Vs. Madonna Vs. Kylie Dance Party""', '/bands/lady-gaga-vs-madonna-vs-kylie-dance-party')","('1 concerts', None)",Lady Gaga
"('The Rolling Stones', '/bands/the-rolling-stones')","('1,464 concerts', None)",The Rolling Stones
"('Nathaniel Rateliff', '/bands/nathaniel-rateliff--3')","('426 concerts', None)",The Rolling Stones
"('The Bog Rolling Stones', '/bands/the-bog-rolling-stones')","('6 concerts', None)",The Rolling Stones
"('The Rolling Stones Story', '/bands/the-rolling-stones-story')","('1 concerts', None)",The Rolling Stones
"('The Rolling Stones (Billed as The London Green Shoe Cowboys)', '/bands/the-rolling-stones-billed-as-the-london-green-shoe-cowboys')","('1 concerts', None)",The Rolling Stones
"('Rolling The Stones - Trib. To The Rolling Stones', '/bands/rolling-the-stones-trib-to-the-rolling-stones')","('8 concerts', None)",The Rolling Stones
"('The Rolling Stomes', '/bands/the-rolling-stomes')","('1 concerts', None)",The Rolling Stones
"('The Rolling Stones with Seal', '/bands/the-rolling-stones-with-seal')","('1 concerts', None)",The Rolling Stones
"('Not The Rolling Stones (Tribute)', '/bands/not-the-rolling-stones-tribute')","('2 concerts', None)",The Rolling Stones
"('Living Colour/The Rolling Stones', '/bands/living-colour-the-rolling-stones')","('1 concerts', None)",The Rolling Stones
"('The Rolling Stones with Living Colour', '/bands/the-rolling-stones-with-living-colour')","('1 concerts', None)",The Rolling Stones
"('The Rolling Stones Project', '/bands/the-rolling-stones-project')","('1 concerts', None)",The Rolling Stones
"('The Unauthorized Rolling Stones - Trib. To Rolling Stones', '/bands/the-unauthorized-rolling-stones-trib-to-rolling-stones')","('7 concerts', None)",The Rolling Stones
"('""The Music Of The Rolling Stones: 40th Anniversary Of Hot Rocks"" Benefit', '/bands/the-music-of-the-rolling-stones-40th-anniversary-of-hot-rocks-benefit')","('1 concerts', None)",The Rolling Stones
"('Start Me Up - The Ultimate Rolling Stones Tribute', '/bands/start-me-up-the-ultimate-rolling-stones-tribute')","('1 concerts', None)",The Rolling Stones
"('Jumping Jack Flash - Trib. To The Rolling Stones', '/bands/jumping-jack-flash-trib-to-the-rolling-stones')","('7 concerts', None)",The Rolling Stones
"(""The Rolling Stones' Exile on Main Street"", '/bands/the-rolling-stones-exile-on-main-street')","('1 concerts', None)",The Rolling Stones
"('The Strolling Bones - Trib. to The Rolling Stones', '/bands/the-strolling-bones-trib-to-the-rolling-stones')","('1 concerts', None)",The Rolling Stones
"('Streetfighter - Trib. To the Rolling Stones', '/bands/streetfighter-trib-to-the-rolling-stones')","('1 concerts', None)",The Rolling Stones
"('The Roling Stones - Trib. To The Rolling Stones', '/bands/the-roling-stones-trib-to-the-rolling-stones')","('1 concerts', None)",The Rolling Stones
"('Stones Sessions - Trib. To The Rolling Stones', '/bands/stones-sessions-trib-to-the-rolling-stones')","('12 concerts', None)",The Rolling Stones
"('Satisfaction - The International Rolling Stones Show', '/bands/satisfaction-the-international-rolling-stones-show')","('2 concerts', None)",The Rolling Stones
"('Dead Flowers - Trib. To The Rolling Stones', '/bands/dead-flowers-trib-to-the-rolling-stones')","('1 concerts', None)",The Rolling Stones
"('Street Fighting Band - Trib. To The Rolling Stones', '/bands/street-fighting-band-trib-to-the-rolling-stones')","('8 concerts', None)",The Rolling Stones
"('Classic Stones Live - Trib. To The Rolling Stones', '/bands/classic-stones-live-trib-to-the-rolling-stones')","('16 concerts', None)",The Rolling Stones
"('Daft Punk', '/bands/daft-punk')","('91 concerts', None)",Daft Punk
"('One More Time (Daft Punk Tribute)', '/bands/one-more-time-daft-punk-tribute')","('10 concerts', None)",Daft Punk
"('Papadosio (Daft Punk Tribute)', '/bands/papadosio-daft-punk-tribute')","('1 concerts', None)",Daft Punk
"('One More Time - Trib. to Daft Punk', '/bands/one-more-time-trib-to-daft-punk')","('61 concerts', None)",Daft Punk
"('Daft Punk Orchestra', '/bands/daft-punk-orchestra')","('1 concerts', None)",Daft Punk
"('One More Time - Tribute to Daft Punk', '/bands/one-more-time-tribute-to-daft-punk')","('1 concerts', None)",Daft Punk
"('One More Time: A Tribute To Daft Punk', '/bands/one-more-time-a-tribute-to-daft-punk')","('2 concerts', None)",Daft Punk
"('Daffed Punkz', '/bands/daffed-punkz')","('1 concerts', None)",Daft Punk
"('Very Disco - A Daft Punk Tribute', '/bands/very-disco-a-daft-punk-tribute')","('6 concerts', None)",Daft Punk
"('Daft Punk Tribute', '/bands/daft-punk-tribute')","('3 concerts', None)",Daft Punk
"('Daft as Punk', '/bands/daft-as-punk')","('2 concerts', None)",Daft Punk
"('Lose Yourself to Dance: Daft Punk Night', '/bands/lose-yourself-to-dance-daft-punk-night')","('2 concerts', None)",Daft Punk
"('Faux Punk - Daft Punk Recreated', '/bands/faux-punk-daft-punk-recreated')","('7 concerts', None)",Daft Punk
"('Green Day', '/bands/green-day')","('1,189 concerts', None)",Green Day
"('A Day On The Green', '/bands/a-day-on-the-green')","('13 concerts', None)",Green Day
"('Monsters of Rock Day on the Green', '/bands/monsters-of-rock-day-on-the-green')","('2 concerts', None)",Green Day
"('Totally Green Day', '/bands/totally-green-day')","('4 concerts', None)",Green Day
"('Green Days', '/bands/green-days')","('4 concerts', None)",Green Day
"('New Found Glory as Green Day', '/bands/new-found-glory-as-green-day')","('1 concerts', None)",Green Day
"('A Day on the Green 2012', '/bands/a-day-on-the-green-2012')","('2 concerts', None)",Green Day
"('Green Dayz', '/bands/green-dayz')","('1 concerts', None)",Green Day
"('GREEN DAY + RANCID', '/bands/green-day-rancid')","('1 concerts', None)",Green Day
"('Green Day’s American Idiot', '/bands/green-day-s-american-idiot')","('1 concerts', None)",Green Day
"('American Idiots - Trib. To Green Day', '/bands/american-idiots-trib-to-green-day')","('6 concerts', None)",Green Day
"(""Green Day's American Idiot"", '/bands/green-day-s-american-idiot--606843')","('1 concerts', None)",Green Day
"('""A Day On The Green""', '/bands/a-day-on-the-green--573155')","('98 concerts', None)",Green Day
"('Green-Ish Day', '/bands/green-ish-day')","('1 concerts', None)",Green Day
"('Green Day, Catfish and the Bottlemen', '/bands/green-day-catfish-and-the-bottlemen')","('1 concerts', None)",Green Day
"('Safety Third - A Tribute To Green Day', '/bands/safety-third-a-tribute-to-green-day')","('1 concerts', None)",Green Day
"('Green Dayz - Trib. to Green Day', '/bands/green-dayz-trib-to-green-day')","('1 concerts', None)",Green Day
"('Good Riddance - A Green Day Tribute', '/bands/good-riddance-a-green-day-tribute')","('1 concerts', None)",Green Day
