concert_date,concert_set_name,venue_name,venue_location,artist_name (foreign_key)
"May 31, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023",Coldplay
"May 28, 2023 Upcoming  Buy Tickets",Music of the Spheres,Estadi Olimpico Lluis Companys,"Barcelona, Catalonia, Spain",Coldplay
"May 27, 2023 Upcoming  Buy Tickets",Music Of The Spheres World Tour Coldplay,Estadi Olímpic,"Barcelona, Catalonia, Spain",Coldplay
"May 25, 2023 Upcoming  Buy Tickets",Coldplay,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Coldplay
"May 24, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Coldplay
"May 21, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Coldplay
"May 20, 2023 Upcoming",Music Of The Spheres World Tour 2023,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Coldplay
"Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023",Coldplay
"May 18, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Coldplay
"Jun 28, 2023 Upcoming",Music of the spheres,Stadio San Siro,"Milan, Lombardy, Italy",Coldplay
"Jun 28, 2023 Upcoming",Coldplay,San Siro,"Milan, Lombardy, Italy",Coldplay
"Jun 25, 2023 Upcoming",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Coldplay
"Jun 07, 2023 Upcoming  Buy Tickets",Coldplay,Cardiff Principality Stadium,,Coldplay
"Jun 06, 2023 Upcoming",Music Of The Spheres Tour,Principality Stadium,"Cardiff, Wales, United Kingdom",Coldplay
"Jun 06, 2023 Upcoming",Coldplay - Music of the Spheres World Tour,Principality Stadium,"Cardiff, Wales, United Kingdom",Coldplay
"Jun 04, 2023 Upcoming",Music Of The Spheres World Tour Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 04, 2023 Upcoming",Music Of The Spheres Tour Coldplay,Ethiad Stadium,"Manchester, United Kingdon",Coldplay
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 03, 2023 Upcoming",Music of the spheres,Ethiad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 03, 2023 Upcoming",Music Of The Spheres Word Tour Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 03, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"Jun 01, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"May 31, 2023 Upcoming",Music of Spheres World Tour 2023,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"May 31, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"May 31, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Coldplay
"May 20, 2023 Upcoming",Coldplay,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Coldplay
"Jun 28, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Stadio San Siro,"Milan, Lombardy, Italy",Radiohead
"Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023",Radiohead
"Jun 26, 2023 Upcoming  Buy Tickets",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Radiohead
"Jun 25, 2023 Upcoming  Buy Tickets",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Radiohead
"Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023",Radiohead
"Jun 22, 2023 Upcoming",Music of the Spheres World Tour,Stadio Diego Armando Maradona,"Naples, Italy",Radiohead
"Jun 21, 2023 Upcoming",Coldplay,Stadio Diego Armando Maradona,"Naples, Italy",Radiohead
"Jun 09, 2023 Upcoming",Coldplay - Music of The Spheres World Tour Coldplay,Ullevi Stadium,"Gothenburg, Västra Götaland, Sweden",Radiohead
"Jun 08, 2023 Upcoming",Coldplay - Music of The Spheres World Tour Coldplay,Ullevi Stadium,"Gothenburg, Västra Götaland, Sweden",Radiohead
"Jun 07, 2023 Upcoming",Music Of The Spheres World Tour Coldplay,Principality Stadium,"Cardiff, Wales, United Kingdom",Radiohead
"Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023",Radiohead
"Jun 06, 2023 Upcoming  Buy Tickets",Coldplay,Principality Stadium,"Cardiff, Wales, United Kingdom",Radiohead
"Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023",Radiohead
"Jun 04, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023",Radiohead
"Jun 03, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023",Radiohead
"Jun 01, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023",Radiohead
"May 31, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023",Radiohead
"May 28, 2023 Upcoming  Buy Tickets",Music of the Spheres,Estadi Olimpico Lluis Companys,"Barcelona, Catalonia, Spain",Radiohead
"May 27, 2023 Upcoming  Buy Tickets",Music Of The Spheres World Tour Coldplay,Estadi Olímpic,"Barcelona, Catalonia, Spain",Radiohead
"May 25, 2023 Upcoming  Buy Tickets",Coldplay,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Radiohead
"May 24, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Radiohead
"May 21, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Radiohead
"May 20, 2023 Upcoming",Music Of The Spheres World Tour 2023,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Radiohead
"Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023",Radiohead
"May 18, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Radiohead
"Jun 28, 2023 Upcoming",Music of the spheres,Stadio San Siro,"Milan, Lombardy, Italy",Radiohead
"Jun 28, 2023 Upcoming",Coldplay,San Siro,"Milan, Lombardy, Italy",Radiohead
"Jun 25, 2023 Upcoming",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Radiohead
"Jun 07, 2023 Upcoming  Buy Tickets",Coldplay,Cardiff Principality Stadium,,Radiohead
"Jun 06, 2023 Upcoming",Music Of The Spheres Tour,Principality Stadium,"Cardiff, Wales, United Kingdom",Radiohead
"Jun 06, 2023 Upcoming",Coldplay - Music of the Spheres World Tour,Principality Stadium,"Cardiff, Wales, United Kingdom",Radiohead
"Jun 04, 2023 Upcoming",Music Of The Spheres World Tour Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 04, 2023 Upcoming",Music Of The Spheres Tour Coldplay,Ethiad Stadium,"Manchester, United Kingdon",Radiohead
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 03, 2023 Upcoming",Music of the spheres,Ethiad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 03, 2023 Upcoming",Music Of The Spheres Word Tour Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 03, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"Jun 01, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"May 31, 2023 Upcoming",Music of Spheres World Tour 2023,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"May 31, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"May 31, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Radiohead
"May 20, 2023 Upcoming",Coldplay,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Radiohead
"Jun 28, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Stadio San Siro,"Milan, Lombardy, Italy",Red Hot Chili Peppers
"Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023",Red Hot Chili Peppers
"Jun 26, 2023 Upcoming  Buy Tickets",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Red Hot Chili Peppers
"Jun 25, 2023 Upcoming  Buy Tickets",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Red Hot Chili Peppers
"Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023",Red Hot Chili Peppers
"Jun 22, 2023 Upcoming",Music of the Spheres World Tour,Stadio Diego Armando Maradona,"Naples, Italy",Red Hot Chili Peppers
"Jun 21, 2023 Upcoming",Coldplay,Stadio Diego Armando Maradona,"Naples, Italy",Red Hot Chili Peppers
"Jun 09, 2023 Upcoming",Coldplay - Music of The Spheres World Tour Coldplay,Ullevi Stadium,"Gothenburg, Västra Götaland, Sweden",Red Hot Chili Peppers
"Jun 08, 2023 Upcoming",Coldplay - Music of The Spheres World Tour Coldplay,Ullevi Stadium,"Gothenburg, Västra Götaland, Sweden",Red Hot Chili Peppers
"Jun 07, 2023 Upcoming",Music Of The Spheres World Tour Coldplay,Principality Stadium,"Cardiff, Wales, United Kingdom",Red Hot Chili Peppers
"Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023",Red Hot Chili Peppers
"Jun 06, 2023 Upcoming  Buy Tickets",Coldplay,Principality Stadium,"Cardiff, Wales, United Kingdom",Red Hot Chili Peppers
"Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023",Red Hot Chili Peppers
"Jun 04, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023",Red Hot Chili Peppers
"Jun 03, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023",Red Hot Chili Peppers
"Jun 01, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023",Red Hot Chili Peppers
"May 31, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023",Red Hot Chili Peppers
"May 28, 2023 Upcoming  Buy Tickets",Music of the Spheres,Estadi Olimpico Lluis Companys,"Barcelona, Catalonia, Spain",Red Hot Chili Peppers
"May 27, 2023 Upcoming  Buy Tickets",Music Of The Spheres World Tour Coldplay,Estadi Olímpic,"Barcelona, Catalonia, Spain",Red Hot Chili Peppers
"May 25, 2023 Upcoming  Buy Tickets",Coldplay,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Red Hot Chili Peppers
"May 24, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Red Hot Chili Peppers
"May 21, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Red Hot Chili Peppers
"May 20, 2023 Upcoming",Music Of The Spheres World Tour 2023,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Red Hot Chili Peppers
"Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023",Red Hot Chili Peppers
"May 18, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Red Hot Chili Peppers
"Jun 28, 2023 Upcoming",Music of the spheres,Stadio San Siro,"Milan, Lombardy, Italy",Red Hot Chili Peppers
"Jun 28, 2023 Upcoming",Coldplay,San Siro,"Milan, Lombardy, Italy",Red Hot Chili Peppers
"Jun 25, 2023 Upcoming",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Red Hot Chili Peppers
"Jun 07, 2023 Upcoming  Buy Tickets",Coldplay,Cardiff Principality Stadium,,Red Hot Chili Peppers
"Jun 06, 2023 Upcoming",Music Of The Spheres Tour,Principality Stadium,"Cardiff, Wales, United Kingdom",Red Hot Chili Peppers
"Jun 06, 2023 Upcoming",Coldplay - Music of the Spheres World Tour,Principality Stadium,"Cardiff, Wales, United Kingdom",Red Hot Chili Peppers
"Jun 04, 2023 Upcoming",Music Of The Spheres World Tour Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 04, 2023 Upcoming",Music Of The Spheres Tour Coldplay,Ethiad Stadium,"Manchester, United Kingdon",Red Hot Chili Peppers
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 04, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 03, 2023 Upcoming",Music of the spheres,Ethiad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 03, 2023 Upcoming",Music Of The Spheres Word Tour Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 03, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"Jun 01, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"May 31, 2023 Upcoming",Music of Spheres World Tour 2023,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"May 31, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"May 31, 2023 Upcoming",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Red Hot Chili Peppers
"May 20, 2023 Upcoming",Coldplay,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Red Hot Chili Peppers
"Jun 28, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Stadio San Siro,"Milan, Lombardy, Italy",Rihanna
"Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023","Show Duplicates for Jun 28, 2023",Rihanna
"Jun 26, 2023 Upcoming  Buy Tickets",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Rihanna
"Jun 25, 2023 Upcoming  Buy Tickets",Coldplay,Stadio San Siro,"Milan, Lombardy, Italy",Rihanna
"Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023","Show Duplicate for Jun 25, 2023",Rihanna
"Jun 22, 2023 Upcoming",Music of the Spheres World Tour,Stadio Diego Armando Maradona,"Naples, Italy",Rihanna
"Jun 21, 2023 Upcoming",Coldplay,Stadio Diego Armando Maradona,"Naples, Italy",Rihanna
"Jun 09, 2023 Upcoming",Coldplay - Music of The Spheres World Tour Coldplay,Ullevi Stadium,"Gothenburg, Västra Götaland, Sweden",Rihanna
"Jun 08, 2023 Upcoming",Coldplay - Music of The Spheres World Tour Coldplay,Ullevi Stadium,"Gothenburg, Västra Götaland, Sweden",Rihanna
"Jun 07, 2023 Upcoming",Music Of The Spheres World Tour Coldplay,Principality Stadium,"Cardiff, Wales, United Kingdom",Rihanna
"Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023","Show Duplicate for Jun 07, 2023",Rihanna
"Jun 06, 2023 Upcoming  Buy Tickets",Coldplay,Principality Stadium,"Cardiff, Wales, United Kingdom",Rihanna
"Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023","Show Duplicates for Jun 06, 2023",Rihanna
"Jun 04, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Rihanna
"Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023","Show Duplicates for Jun 04, 2023",Rihanna
"Jun 03, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Rihanna
"Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023","Show Duplicates for Jun 03, 2023",Rihanna
"Jun 01, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Rihanna
"Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023","Show Duplicate for Jun 01, 2023",Rihanna
"May 31, 2023 Upcoming  Buy Tickets",Coldplay,Etihad Stadium,"Manchester, England, United Kingdom",Rihanna
"Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023","Show Duplicates for May 31, 2023",Rihanna
"May 28, 2023 Upcoming  Buy Tickets",Music of the Spheres,Estadi Olimpico Lluis Companys,"Barcelona, Catalonia, Spain",Rihanna
"May 27, 2023 Upcoming  Buy Tickets",Music Of The Spheres World Tour Coldplay,Estadi Olímpic,"Barcelona, Catalonia, Spain",Rihanna
"May 25, 2023 Upcoming  Buy Tickets",Coldplay,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Rihanna
"May 24, 2023 Upcoming  Buy Tickets",Music of the Spheres World Tour,Estadi Olímpic Lluís Companys,"Barcelona, Catalonia, Spain",Rihanna
"May 21, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Rihanna
"May 20, 2023 Upcoming",Music Of The Spheres World Tour 2023,Estádio Cidade de Coimbra,"Coimbra, Coimbra, Portugal",Rihanna
"Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023","Show Duplicate for May 20, 2023",Rihanna
"May 18, 2023 Upcoming",Coldplay,Coimbra Stadium,"Coimbra, Coimbra, Portugal",Rihanna
"Jun 28, 2023 Upcoming",Music of the spheres,Stadio San Siro,"Milan, Lombardy, Italy",Rihanna
"Jun 28, 2023 Upcoming",Coldplay,San Siro,"Milan, Lombardy, Italy",Rihanna
